timestamp,request_id,model_version,status_code,latency_ms,feature_value,feature_missing,prediction,probability,is_error
2026-07-21T18:34:29+00:00,req-00-0000,churn-pipeline-1.2.0,200,61.21,-1.0919833115525204,False,0,0.185702,False
2026-07-21T02:23:37+00:00,req-00-0001,churn-pipeline-1.2.0,200,71.05,0.7879737555967802,False,1,0.529909,False
2026-07-21T22:56:42+00:00,req-00-0002,churn-pipeline-1.2.0,200,68.37,0.9875929522107746,False,1,0.571862,False
2026-07-21T19:15:30+00:00,req-00-0003,churn-pipeline-1.2.0,200,83.37,-2.048586948086528,False,0,0.091846,False
2026-07-21T03:42:22+00:00,req-00-0004,churn-pipeline-1.2.0,200,84.15,-1.367288482205434,False,0,0.152879,False
2026-07-21T06:47:04+00:00,req-00-0005,churn-pipeline-1.2.0,200,38.71,0.13423242332564964,False,0,0.392718,False
2026-07-21T04:44:38+00:00,req-00-0006,churn-pipeline-1.2.0,200,31.67,-0.33205472196076136,False,0,0.30317,False
2026-07-21T09:29:01+00:00,req-00-0007,churn-pipeline-1.2.0,200,89.56,-0.017641215379503236,False,0,0.362392,False
2026-07-21T06:59:30+00:00,req-00-0008,churn-pipeline-1.2.0,200,95.06,-0.8956961239522591,False,0,0.212262,False
2026-07-21T07:52:24+00:00,req-00-0009,churn-pipeline-1.2.0,200,46.89,0.9233678736059701,False,1,0.558447,False
2026-07-21T12:42:19+00:00,req-00-0010,churn-pipeline-1.2.0,200,35.85,0.8166815322003957,False,1,0.535983,False
2026-07-21T04:32:14+00:00,req-00-0011,churn-pipeline-1.2.0,200,67.09,0.06933223243927684,False,0,0.379642,False
2026-07-21T21:11:16+00:00,req-00-0012,churn-pipeline-1.2.0,200,87.55,1.1836032673164345,False,1,0.61208,False
2026-07-21T17:27:49+00:00,req-00-0013,churn-pipeline-1.2.0,200,115.54,0.4908848093646479,False,0,0.466862,False
2026-07-21T18:15:11+00:00,req-00-0014,churn-pipeline-1.2.0,500,76.68,-0.9022570860274002,False,0,0.211331,True
2026-07-21T04:04:02+00:00,req-00-0015,churn-pipeline-1.2.0,200,57.71,0.3871883232866238,False,0,0.445001,False
2026-07-21T16:59:44+00:00,req-00-0016,churn-pipeline-1.2.0,200,48.84,-1.0068267308704488,False,0,0.196897,False
2026-07-21T20:04:11+00:00,req-00-0017,churn-pipeline-1.2.0,200,65.24,0.9223728163726362,False,1,0.558239,False
2026-07-21T04:12:15+00:00,req-00-0018,churn-pipeline-1.2.0,200,59.06,-0.05242220653556554,False,0,0.35559,False
2026-07-21T18:01:50+00:00,req-00-0019,churn-pipeline-1.2.0,200,46.97,-0.1941054817225236,False,0,0.328497,False
2026-07-21T08:35:03+00:00,req-00-0020,churn-pipeline-1.2.0,200,125.21,-0.7149760216241384,False,0,0.23908,False
2026-07-21T18:54:06+00:00,req-00-0021,churn-pipeline-1.2.0,200,115.08,1.2836684056077319,False,1,0.632072,False
2026-07-21T11:28:54+00:00,req-00-0022,churn-pipeline-1.2.0,200,93.5,-0.16225595617224225,False,0,0.334496,False
2026-07-21T19:15:10+00:00,req-00-0023,churn-pipeline-1.2.0,200,48.41,-0.44974421327126257,False,0,0.282462,False
2026-07-21T03:32:17+00:00,req-00-0024,churn-pipeline-1.2.0,200,85.46,-0.36974022801264106,False,0,0.296446,False
2026-07-21T09:20:16+00:00,req-00-0025,churn-pipeline-1.2.0,200,79.76,0.5589246448310162,False,0,0.48128,False
2026-07-21T06:33:44+00:00,req-00-0026,churn-pipeline-1.2.0,200,74.89,0.3837162675822823,False,0,0.444272,False
2026-07-21T05:57:38+00:00,req-00-0027,churn-pipeline-1.2.0,200,96.96,0.4333692421757878,False,0,0.454715,False
2026-07-21T07:23:59+00:00,req-00-0028,churn-pipeline-1.2.0,200,79.66,0.4523620531582769,False,0,0.458721,False
2026-07-21T09:10:42+00:00,req-00-0029,churn-pipeline-1.2.0,200,82.37,2.2487299809139842,False,1,0.79599,False
2026-07-21T03:03:16+00:00,req-00-0030,churn-pipeline-1.2.0,200,79.69,-0.4267357672038464,False,0,0.286442,False
2026-07-21T16:58:11+00:00,req-00-0031,churn-pipeline-1.2.0,200,72.49,-0.5378548655251142,False,0,0.267533,False
2026-07-21T13:12:20+00:00,req-00-0032,churn-pipeline-1.2.0,200,36.73,-0.8544613646602717,False,0,0.218182,False
2026-07-21T19:54:08+00:00,req-00-0033,churn-pipeline-1.2.0,200,66.76,,True,0,0.365864,False
2026-07-21T16:55:14+00:00,req-00-0034,churn-pipeline-1.2.0,200,54.4,1.1854209073569362,False,1,0.612447,False
2026-07-21T03:34:37+00:00,req-00-0035,churn-pipeline-1.2.0,200,43.16,-0.11964483053761883,False,0,0.342607,False
2026-07-21T01:40:42+00:00,req-00-0036,churn-pipeline-1.2.0,200,111.34,-0.8821643008106544,False,0,0.214192,False
2026-07-21T10:08:50+00:00,req-00-0037,churn-pipeline-1.2.0,200,113.03,-0.8657052764758015,False,0,0.216556,False
2026-07-21T11:32:49+00:00,req-00-0038,churn-pipeline-1.2.0,200,100.42,0.6831224272159362,False,1,0.507663,False
2026-07-21T05:45:57+00:00,req-00-0039,churn-pipeline-1.2.0,200,70.53,0.7804168797636144,False,1,0.528308,False
